locationjob,location,job,gd_salary,indeed_salary,ps_salary,city,state,vote,v_gd_salary,v_indeed_salary,v_ps_salary,avg_salary,remove_or_not,Region
mountain view californiadirector of engineering,mountain view california,director of engineering,168705,195399,179393,MOUNTAIN VIEW ,California,55,9278775,10746945,9866615,181165.6667,no,West
oakland californiadirector of engineering,oakland california,director of engineering,168663,212508,200000,OAKLAND ,California,55,9276465,11687940,11000000,193723.6667,no,West
omaha nebraskasoftware architect,omaha nebraska,software architect,168536,124154,144500,OMAHA ,Nebraska,5,842680,620770,722500,145730,no,Midwest
pittsburgh pennsylvaniaprincipal software engineer,pittsburgh pennsylvania,principal software engineer,168471,157884,138795,PITTSBURGH ,Pennsylvania,20,3369420,3157680,2775900,155050,no,North East
beaverton oregonsenior engineer,beaverton oregon,senior engineer,168405,219209,132525,BEAVERTON ,Oregon,7,1178835,1534463,927675,173379.6667,no,West
philadelphia pennsylvaniasoftware engineering manager,philadelphia pennsylvania,software engineering manager,168348,142313,126252,PHILADELPHIA ,Pennsylvania,20,3366960,2846260,2525040,145637.6667,no,North East
san diego californiasenior engineering manager,san diego california,senior engineering manager,168325,183104,135322,SAN DIEGO ,California,55,9257875,10070720,7442710,162250.3333,no,West
san jose californiasenior engineering manager,san jose california,senior engineering manager,168265,172175,189946,SAN JOSE ,California,55,9254575,9469625,10447030,176795.3333,no,West
philadelphia pennsylvaniaprincipal senior engineer,philadelphia pennsylvania,principal senior engineer,168245,164856,157962,PHILADELPHIA ,Pennsylvania,20,3364900,3297120,3159240,163687.6667,no,North East
tampa floridasenior software engineer,tampa florida,senior software engineer,168236,120640,124775,TAMPA ,Florida,29,4878844,3498560,3618475,137883.6667,no,South
long beach californiadirector of engineering,long beach california,director of engineering,168235,121418,123425,LONG BEACH ,California,55,9252925,6677990,6788375,137692.6667,no,West
kansas city kansasprincipal software engineer,kansas city kansas,principal software engineer,168068,99260,110000, CITY ,Kansas,6,1008408,595560,660000,125776,no,Midwest
houston texasprincipal software engineer,houston texas,principal software engineer,168024,142601,152583,HOUSTON ,Texas,38,6384912,5418838,5798154,154402.6667,no,South
new york new yorktechnical lead,new york new york,technical lead,168007,123154,142266,New York,New York,29,4872203,3571466,4125714,144475.6667,no,North East
los angeles californiajunior software engineer,los angeles california,junior software engineer,167996,178695,94461,LOS ANGELES ,California,55,9239780,9828225,5195355,147050.6667,no,West
columbus ohiosenior software engineer,columbus ohio,senior software engineer,167951,128371,109000,COLUMBUS ,Ohio,18,3023118,2310678,1962000,135107.3333,no,Midwest
sunnyvale californiasoftware engineering manager,sunnyvale california,software engineering manager,167932,138784,198000,SUNNYVALE ,California,55,9236260,7633120,10890000,168238.6667,no,West
los angeles californiatechnical lead,los angeles california,technical lead,167930,143201,140000,LOS ANGELES ,California,55,9236150,7876055,7700000,150377,no,West
orlando floridadata scientist,orlando florida,data scientist,167925,111615,89048,ORLANDO ,Florida,29,4869825,3236835,2582392,122862.6667,no,South
denver coloradoengineer manager,denver colorado,engineer manager,167836,168264,174384,DENVER ,Colorado,9,1510524,1514376,1569456,170161.3333,no,West
milwaukee wisconsinsoftware architect,milwaukee wisconsin,software architect,167797,123647,130000,MILWAUKEE ,Wisconsin,10,1677970,1236470,1300000,140481.3333,no,Midwest
tampa floridaprincipal software architect,tampa florida,principal software architect,167787,159826,150250,TAMPA ,Florida,29,4865823,4634954,4357250,159287.6667,no,South
tampa floridadata scientist,tampa florida,data scientist,167742,233695,83147,TAMPA ,Florida,29,4864518,6777155,2411263,161528,no,South
boulder coloradodata scientist,boulder colorado,data scientist,167701,103594,120000,BOULDER ,Colorado,9,1509309,932346,1080000,130431.6667,no,West
cincinnati ohioprincipal software engineer,cincinnati ohio,principal software engineer,167673,156900,133771,CINCINNATI ,Ohio,18,3018114,2824200,2407878,152781.3333,no,Midwest
redwood city californiasoftware manager,redwood city california,software manager,167672,148533,147395,REDWOOD CITY ,California,55,9221960,8169315,8106725,154533.3333,no,West
atlanta georgiaprincipal software architect,atlanta georgia,principal software architect,167626,188662,172174,ATLANTA ,Georgia,16,2682016,3018592,2754784,176154,no,South
chicago illinoistechnical lead,chicago illinois,technical lead,167617,127257,151170,CHICAGO ,Illinois,20,3352340,2545140,3023400,148681.3333,no,Midwest
portland oregonengineer manager,portland oregon,engineer manager,167570,127239,140000,PORTLAND ,Oregon,7,1172990,890673,980000,144936.3333,no,West
san diego californiasenior web developer,san diego california,senior web developer,167485,111947,92239,SAN DIEGO ,California,55,9211675,6157085,5073145,123890.3333,no,West
oklahoma city oklahomaprincipal software engineer,oklahoma city oklahoma,principal software engineer,167457,132816,120079, CITY ,Oklahoma,7,1172199,929712,840553,140117.3333,no,South
sunnyvale californiasenior software engineer,sunnyvale california,senior software engineer,167452,168075,179421,SUNNYVALE ,California,55,9209860,9244125,9868155,171649.3333,no,West
austin texassoftware manager,austin texas,software manager,167448,111196,104739,AUSTIN ,Texas,38,6363024,4225448,3980082,127794.3333,no,South
redwood city californiaprincipal software engineer,redwood city california,principal software engineer,167394,168166,165890,REDWOOD CITY ,California,55,9206670,9249130,9123950,167150,no,West
des moines iowasoftware architect,des moines iowa,software architect,167311,131667,114783,DES MOINES ,Iowa,6,1003866,790002,688698,137920.3333,no,Midwest
raleigh north carolinatechnical lead,raleigh north carolina,technical lead,167303,98999,119151,RALEIGH ,North Carolina,15,2509545,1484985,1787265,128484.3333,no,South
grand rapids michigansoftware architect,grand rapids michigan,software architect,167284,125727,97672,GRAND RAPIDS ,Michigan,16,2676544,2011632,1562752,130227.6667,no,Midwest
wichita kansasdirector of engineering,wichita kansas,director of engineering,167253,176181,137193,WICHITA ,Kansas,6,1003518,1057086,823158,160209,no,Midwest
charlotte north carolinasoftware architect,charlotte north carolina,software architect,167252,134948,138745,CHARLOTTE ,North Carolina,15,2508780,2024220,2081175,146981.6667,no,South
portland oregonprincipal software engineer,portland oregon,principal software engineer,167206,176922,156462,PORTLAND ,Oregon,7,1170442,1238454,1095234,166863.3333,no,West
new york new yorksoftware engineering manager,new york new york,software engineering manager,167095,180770,166488,New York,New York,29,4845755,5242330,4828152,171451,no,North East
louisville kentuckysenior software engineer,louisville kentucky,senior software engineer,167073,119154,110873,LOUISVILLE ,Kentucky,8,1336584,953232,886984,132366.6667,no,South
cincinnati ohioinformation technology manager,cincinnati ohio,information technology manager,167032,103351,168273,CINCINNATI ,Ohio,18,3006576,1860318,3028914,146218.6667,no,Midwest
milwaukee wisconsinprincipal software engineer,milwaukee wisconsin,principal software engineer,167013,158470,151522,MILWAUKEE ,Wisconsin,10,1670130,1584700,1515220,159001.6667,no,Midwest
kansas city missourisoftware architect,kansas city missouri,software architect,166977,133449,120000,KANSAS CITY ,Missouri,10,1669770,1334490,1200000,140142,no,Midwest
detroit michigandata scientist,detroit michigan,data scientist,166940,241819,98831,DETROIT ,Michigan,16,2671040,3869104,1581296,169196.6667,no,Midwest
orlando floridaprincipal software engineer,orlando florida,principal software engineer,166922,119720,145000,ORLANDO ,Florida,29,4840738,3471880,4205000,143880.6667,no,South
san francisco californiasoftware manager,san francisco california,software manager,166921,156344,130382,SAN FRANCISCO ,California,55,9180655,8598920,7171010,151215.6667,no,West
philadelphia pennsylvaniaprincipal software engineer,philadelphia pennsylvania,principal software engineer,166830,164484,155634,PHILADELPHIA ,Pennsylvania,20,3336600,3289680,3112680,162316,no,North East
knoxville tennesseesenior engineering manager,knoxville tennessee,senior engineering manager,166747,69743,128577,KNOXVILLE ,Tennessee,11,1834217,767173,1414347,121689,no,South
palo alto californiasenior software engineer,palo alto california,senior software engineer,166666,172485,187500,PALO ALTO ,California,55,9166630,9486675,10312500,175550.3333,no,West
chicago illinoissenior software engineer,chicago illinois,senior software engineer,166641,156914,139000,CHICAGO ,Illinois,20,3332820,3138280,2780000,154185,no,Midwest
bloomington indianadirector of engineering,bloomington indiana,director of engineering,166627,137328,122000,BLOOMINGTON ,Indiana,11,1832897,1510608,1342000,141985,no,Midwest
denver coloradoprincipal software engineer,denver colorado,principal software engineer,166606,162173,159630,DENVER ,Colorado,9,1499454,1459557,1436670,162803,no,West
dayton ohioengineer manager,dayton ohio,engineer manager,166449,126718,150000,DAYTON ,Ohio,18,2996082,2280924,2700000,147722.3333,no,Midwest
boston massachusettsprincipal software architect,boston massachusetts,principal software architect,166409,170993,164848,BOSTON ,Massachusetts,11,1830499,1880923,1813328,167416.6667,no,North East
chattanooga tennesseeinformation technology manager,chattanooga tennessee,information technology manager,166349,72797,100085,CHATTANOOGA ,Tennessee,11,1829839,800767,1100935,113077,no,South
buffalo new yorkinformation technology manager,buffalo new york,information technology manager,166340,101229,152810,BUFFALO ,New York,29,4823860,2935641,4431490,140126.3333,no,North East
minneapolis minnesotatechnical lead,minneapolis minnesota,technical lead,166325,113194,144520,MINNEAPOLIS ,Minnesota,10,1663250,1131940,1445200,141346.3333,no,Midwest
sioux falls south dakotadirector of engineering,sioux falls south dakota,director of engineering,166320,93666,113445,SIOUX FALLS ,South Dakota,3,498960,280998,340335,124477,no,Midwest
austin texasprincipal software architect,austin texas,principal software architect,166272,119682,144828,AUSTIN ,Texas,38,6318336,4547916,5503464,143594,no,South
albany new yorkprincipal software engineer,albany new york,principal software engineer,166263,147332,101765,ALBANY ,New York,29,4821627,4272628,2951185,138453.3333,no,North East
louisville kentuckyengineer manager,louisville kentucky,engineer manager,166255,175000,142500,LOUISVILLE ,Kentucky,8,1330040,1400000,1140000,161251.6667,no,South
fort collins coloradoprincipal software engineer,fort collins colorado,principal software engineer,166239,139821,132453,FORT COLLINS ,Colorado,9,1496151,1258389,1192077,146171,no,West
tulsa oklahomasoftware architect,tulsa oklahoma,software architect,166233,74158,114143,TULSA ,Oklahoma,7,1163631,519106,799001,118178,no,South
san jose californiaprincipal software architect,san jose california,principal software architect,166222,203834,174704,SAN JOSE ,California,55,9142210,11210870,9608720,181586.6667,no,West
denver coloradoinformation technology manager,denver colorado,information technology manager,166198,95916,174044,DENVER ,Colorado,9,1495782,863244,1566396,145386,no,West
indianapolis indianadirector of information technology,indianapolis indiana,director of information technology,166135,125085,150000,POLIS ,Indiana,11,1827485,1375935,1650000,147073.3333,no,Midwest
boston massachusettssenior business intelligence developer,boston massachusetts,senior business intelligence developer,166067,106136,100000,BOSTON ,Massachusetts,11,1826737,1167496,1100000,124067.6667,no,North East
new york new yorkweb developer,new york new york,web developer,166024,140995,78834,New York,New York,29,4814696,4088855,2286186,128617.6667,no,North East
lexington kentuckydirector of engineering,lexington kentucky,director of engineering,166012,280489,114783,LEXINGTON ,Kentucky,8,1328096,2243912,918264,187094.6667,no,South
